Complete Duration,0:00:00.141338
Complete Duration,0:00:00.147048
Complete Duration,0:00:00.135680
Complete Duration,0:00:00.132794
Complete Duration,0:00:00.135894
Complete Duration,0:00:00.122496
Complete Duration,0:00:00.132863
Complete Duration,0:00:00.119473
Complete Duration,0:00:00.122230
Complete Duration,0:00:00.143495
Complete Duration,0:00:00.198143
Complete Duration,0:00:00.251544
Complete Duration,0:00:00.077838
Complete Duration,0:00:00.070901
Complete Duration,0:00:00.247004
Complete Duration,0:00:00.259555
Complete Duration,0:00:00.304979
Complete Duration,0:00:00.108360
Complete Duration,0:00:00.136395
Complete Duration,0:00:00.217859
Complete Duration,0:00:00.235429
Complete Duration,0:00:00.038613
Complete Duration,0:00:00.046871
Complete Duration,0:00:00.056532
7.9_raw.csv_filtered_by_SNR2_all_replacement_strategy_3,2022-11-30 19:11:55.650919
7.9_raw.csv_filtered_by_SNR2_all_replacement_strategy_3,2022-11-30 19:12:03.913272
Complete Duration,0:00:00.187804
Complete Duration,0:00:00.230167
Complete Duration,0:00:00.038659
Complete Duration,0:00:00.071108
Complete Duration,0:00:00.072703
Complete Duration,0:00:00.477006
Complete Duration,0:00:00.144693
UploadedFile(id=1, name='7.2_raw.csv', type='text/csv', size=18823)_filtered_by_SNR12_all_replacement_strategy_3,2022-11-30 21:31:45.254460
UploadedFile(id=1, name='7.2_raw.csv', type='text/csv', size=18823)_filtered_by_SNR12_individual_replacement_strategy_3,2022-11-30 21:31:45.452617
Complete Duration,0:00:00.649652
UploadedFile(id=1, name='7.2_raw.csv', type='text/csv', size=18823)_filtered_by_SNR12_all_replacement_strategy_3,2022-11-30 21:32:06.204730
UploadedFile(id=1, name='7.2_raw.csv', type='text/csv', size=18823)_filtered_by_SNR12_individual_replacement_strategy_3,2022-11-30 21:32:06.381237
Complete Duration,0:00:00.564061
UploadedFile(id=1, name='7.2_raw.csv', type='text/csv', size=18823)_filtered_by_SNR12_all_replacement_strategy_3,2022-11-30 21:32:12.279705
UploadedFile(id=1, name='7.2_raw.csv', type='text/csv', size=18823)_filtered_by_SNR12_individual_replacement_strategy_3,2022-11-30 21:32:12.472297
Complete Duration,0:00:00.584657
Complete Duration,0:00:00.163415
UploadedFile(id=1, name='7.2_raw.csv', type='text/csv', size=18823)_filtered_by_acceleration_1.5_all_replacement_strategy_2,2022-11-30 21:37:18.080225
UploadedFile(id=1, name='7.2_raw.csv', type='text/csv', size=18823)_filtered_by_acceleration_1.5_individual_replacement_strategy_2,2022-11-30 21:37:18.404722
Complete Duration,0:00:00.949594
